5,10,0,AUS,en-US,Test Message,This is a test message and is not intended for distribution to the public.,This is a test message and is not intended for distribution to the public,"{""type"":""Polygon"",""coordinates"":[[[151.44653320312,-32.88881315762],[151.67449951172,-32.821903015413],[151.90521240234,-32.810361684869],[151.91345214844,-32.992539261997],[151.46026611328,-33.02939031999],[151.44653320312,-32.88881315762]]]}","Newcastle, Australia",alert,test,public,other,unknown,unknown,unknown,2016-06-16 17:52:58,2016-06-16 17:52:58,2016-06-16 17:52:58,2016-06-17 19:52:58,2016-06-17 14:27:45,2016-06-17 14:27:45
6,10,0,AUS,en-US,Test Message,This is a test message and is not intended for distribution to the public.,This is a test message and is not intended for distribution to the public,"{""type"":""Polygon"",""coordinates"":[[[151.44653320312,-32.88881315762],[151.67449951172,-32.821903015413],[151.90521240234,-32.810361684869],[151.91345214844,-32.992539261997],[151.46026611328,-33.02939031999],[151.44653320312,-32.88881315762]]]}","Newcastle, Australia",alert,test,public,other,unknown,unknown,unknown,2016-07-15 13:52:58,2016-07-15 17:52:58,2016-07-15 17:52:58,2016-07-16 19:52:58,2016-07-15 13:14:31,2016-07-15 13:14:31
7,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:00:42,2016-07-21 15:00:42
8,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:08:58,2016-07-21 15:08:58
9,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:09:57,2016-07-21 15:09:57
10,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:10:01,2016-07-21 15:10:01
11,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:10:13,2016-07-21 15:10:13
12,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:10:23,2016-07-21 15:10:23
13,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:13:14,2016-07-21 15:13:14
14,21,0,GBR,en,earthquake warning,test alert,test alert,"{""type"":""Polygon"",""coordinates"":[[[0.2911376953125,47.971536582659],[-0.3021240234375,48.264912513311],[0.37353515625,48.567520373908],[0.81298828125,47.908978314729],[0.296630859375,47.635783590865],[0.2911376953125,47.971536582659]]]}",test polygon,alert,actual,public,met,unknown,unknown,unknown,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-06 13:31:00,2016-05-07 13:31:00,2016-07-21 15:33:37,2016-07-21 15:33:37
